Text,Result
의료진 분들이 모두 친절하시고 원장님이 직접 엑스레이 찍어주셔서 진찰해주시니 마음이 편했습니다. 이후 40분 정도 열찜질~초음파치료까지 물리치료를 받았는데 아픈 허리근육이 풀렸는지 잠이 솔솔~ ^^ 신축건물에 전반적인 시설이 깔끔하고 매우 쾌적하네요. 해당 건물 1층에 바로 약국이 있어서 처방전으로 약 받고 돌아왔는데 일사천리라 좋네요.,"긍정 확률: 55.25%, 부정 확률: 44.75%"
목이 아파 내원하였는데 정확한 곳에 주사놔주셔서 통증이 가라앉고 뭉쳐있는 느낌이 사라져서 만족합니다,"긍정 확률: 49.37%, 부정 확률: 50.63%"
선생님께서 친절하고 자상하게 치료해주십니다,"긍정 확률: 46.00%, 부정 확률: 54.00%"
목이 아파서 내원하였는데 도수치료 선생님이 꼼꼼하게 문제점 잘찾아주시고 치료와함께 통증관리 방법까지 세밀하게 알려주셔서 좋았습니다,"긍정 확률: 51.53%, 부정 확률: 48.47%"
좋아요,"긍정 확률: 44.58%, 부정 확률: 55.42%"
원장님께서 직접 엑스레이촬영까지 친절하게 해 주시고 ,"긍정 확률: 46.17%, 부정 확률: 53.83%"
진짜 엄청 친절하셔서 아파서 갔지만 기분 좋게 진료 받고 갑니다☺️ 과잉진료 하나도 없고 빠르게 진료 봐주셔서 좋았어요😀 의사쌤도 엄청 친절하셨는데 간호사쌤들까지 너무 친절하셨어요!!,"긍정 확률: 51.39%, 부정 확률: 48.61%"
친절해요,"긍정 확률: 40.83%, 부정 확률: 59.17%"
"의사선생님, 간호사분들 모두모두 너무 친절하십니다 🥹 제가 여태껏 다녀본 동네의원 중에 제일 친절하시네요. 그리고 심장 관련해서 문제가 있을까싶어 방문한건데 제 이야기도 천천히 다 들어주시고, 기본적인 심장 관련된 검사들도 다 할 수 있어서 너무 좋았어요 !!","긍정 확률: 55.15%, 부정 확률: 44.85%"
"의사,간호사 분들 모두 너무 친절해서 좋아요!","긍정 확률: 52.37%, 부정 확률: 47.63%"
친절해요,"긍정 확률: 40.83%, 부정 확률: 59.17%"
친절하고 좋아요,"긍정 확률: 43.25%, 부정 확률: 56.75%"
간호사분들이 친절하게 접수해주시고 의사선생님도 친절하고 자세히 진료봐주셔서 너무 좋았습니다 감사합니다.,"긍정 확률: 56.02%, 부정 확률: 43.98%"
이 동네에서 제일 잘 봐주세요 좋습니다 ^-^ ,"긍정 확률: 50.65%, 부정 확률: 49.35%"
굿,"긍정 확률: 44.58%, 부정 확률: 55.42%"
조다요 조아요 조어요 도아요,"긍정 확률: 47.79%, 부정 확률: 52.21%"
진료 보기 좋아여,"긍정 확률: 41.91%, 부정 확률: 58.09%"
세심한진료,"긍정 확률: 44.15%, 부정 확률: 55.85%"
예방접종 가격이 저렴해요,"긍정 확률: 46.07%, 부정 확률: 53.93%"
진료보기 좋아여,"긍정 확률: 43.35%, 부정 확률: 56.65%"
독감접종 저렴한곳~굿!,"긍정 확률: 42.72%, 부정 확률: 57.28%"
저렴한 의원조합원,"긍정 확률: 40.09%, 부정 확률: 59.91%"
자주 가는 병원이에요~,"긍정 확률: 47.78%, 부정 확률: 52.22%"
좋아요 ,"긍정 확률: 44.58%, 부정 확률: 55.42%"
11좋아요,"긍정 확률: 44.58%, 부정 확률: 55.42%"
11,"긍정 확률: 39.04%, 부정 확률: 60.96%"
친절한 ,"긍정 확률: 37.45%, 부정 확률: 62.55%"
친절한 ,"긍정 확률: 37.45%, 부정 확률: 62.55%"
"항상다니는. 병원이예요,, 의사 선생님이 친절하셔서 믿음이가요","긍정 확률: 55.69%, 부정 확률: 44.31%"
좋아요 ,"긍정 확률: 44.58%, 부정 확률: 55.42%"
친절한 ,"긍정 확률: 37.45%, 부정 확률: 62.55%"
좋앙,"긍정 확률: 44.58%, 부정 확률: 55.42%"
좋아요 ㅎㅎ,"긍정 확률: 42.43%, 부정 확률: 57.57%"
친절한 ,"긍정 확률: 37.45%, 부정 확률: 62.55%"
남편이 수술하고  굳이치료는. 여기서한다고 합니다. 친절하시고. 잘하신다고요 ,"긍정 확률: 58.51%, 부정 확률: 41.49%"
친절한 ,"긍정 확률: 37.45%, 부정 확률: 62.55%"
교회권사님  소개로 다녀왔어요~!^^ 손목건초염 1년전 수술했는데  다시 아파져서  고생했는데요~권사님  걷지도 못하시다 다시 잘걷게 되신 드라마틱하게 다시 걷게 되셔서 반신반의한맘에 다녀왔는데  첫시술이후부터  훨신 손가락도 부드러워지네요~!꾸준히 매일 시간내서 적극치료해보려구요^^~,"긍정 확률: 53.42%, 부정 확률: 46.58%"
다른 한의원이랑 조금 달라서 처음에는 띠용했는데  한번 맞아보니까 너무 효과 좋습니다 내일 또 가려구요,"긍정 확률: 49.60%, 부정 확률: 50.40%"
친절하고 신뢰가갑니다,"긍정 확률: 43.25%, 부정 확률: 56.75%"
몸안좋아서갔어요,"긍정 확률: 44.58%, 부정 확률: 55.42%"
친절하세요~~ 처음 방문하면 소화제랑 파스 챙겨주시네요~~ 손에 처음 맞아봐서 그런지 2-3일 동안 아팠네요ㅠㅠ,"긍정 확률: 52.36%, 부정 확률: 47.64%"
굿,"긍정 확률: 44.58%, 부정 확률: 55.42%"
 ,"긍정 확률: 36.55%, 부정 확률: 63.45%"
단골이에요 많이 좋아졌어요 감사합니다,"긍정 확률: 45.54%, 부정 확률: 54.46%"
굿,"긍정 확률: 44.58%, 부정 확률: 55.42%"
다 나았어여,"긍정 확률: 45.88%, 부정 확률: 54.12%"
사랑니 발치하러갔는데 진짜 안아프게 금방 뽑아주세요 친절하시고 최고입니다,"긍정 확률: 48.54%, 부정 확률: 51.46%"
두번째 신경치료 받았는데 마취도 안아프고 꼼꼼하게 치료해 주셔서 감사합니다.신경치료 많이 아프다고해서 걱정했는데 괜한걱정했었나봐요.다음주도 맘 편히 올 수 있을것 같아요 ,"긍정 확률: 57.84%, 부정 확률: 42.16%"
다인치과  김현주 원장님 친절히 대해주시고 치료도 아주 잘해주시네요.,"긍정 확률: 57.06%, 부정 확률: 42.94%"
너무친절하세요 ,"긍정 확률: 43.75%, 부정 확률: 56.25%"
원장님 포함 직원분들이 늘 친절하시고 진료 볼 때 마다 기분이 좋아요!,"긍정 확률: 48.44%, 부정 확률: 51.56%"
간호사분들도 정말 친절하고 치료도 잘해 주셔서 재방문했어요^^ ,"긍정 확률: 47.96%, 부정 확률: 52.04%"
어머니도 대만족 하셨던 곳이에요 정말 친절하시고 진행과정 하나하나 다 알려주세요  과잉진료도 없습니다 ,"긍정 확률: 50.93%, 부정 확률: 49.07%"
"간호사 선생님, 의사 선생님, 치위생사 선생님 모두 친절하시고 꼼꼼하세요!! 치실도 해주셨어요:1","긍정 확률: 48.16%, 부정 확률: 51.84%"
늘 올때마다 친절하게 안내도 잘해주시고 치료도 꼼꼼하게 신경써서 해주셔서 좋아요,"긍정 확률: 49.07%, 부정 확률: 50.93%"
소개받고 방문했는데 주말인데도 많이 붐비지 않고 빠르게 진료봤어요. 선생님들께서 꼼꼼하게 진료해주시고 친절하게  상담해 주셔서 좋았어요. 중화역 2번출구에서 나오면 바로라 찾 기쉬워요내용 더보기,"긍정 확률: 55.40%, 부정 확률: 44.60%"
오랫동안 다닌 동네 한의원이에요 편안하게 잘 해주세요,"긍정 확률: 48.22%, 부정 확률: 51.78%"
good,"긍정 확률: 38.15%, 부정 확률: 61.85%"
좋아요,"긍정 확률: 44.58%, 부정 확률: 55.42%"
친절해요,"긍정 확률: 40.83%, 부정 확률: 59.17%"
과잉진료 안하셔서 좋고 치료받고나면 항상 개운해집니다. 친절하십니다^^,"긍정 확률: 56.89%, 부정 확률: 43.11%"
친절해요,"긍정 확률: 40.83%, 부정 확률: 59.17%"
그럭저럭 괜춘:),"긍정 확률: 44.28%, 부정 확률: 55.72%"
좋아요,"긍정 확률: 44.58%, 부정 확률: 55.42%"
원장님 엄청 친절해요 스케일링도 꼼꼼하게 잘해주세요,"긍정 확률: 46.11%, 부정 확률: 53.89%"
친절한 설명 감사합니다.,"긍정 확률: 53.79%, 부정 확률: 46.21%"
잘 치료해주세요,"긍정 확률: 45.46%, 부정 확률: 54.54%"
좋아요,"긍정 확률: 44.58%, 부정 확률: 55.42%"
good,"긍정 확률: 38.15%, 부정 확률: 61.85%"
의사선생님 꼼꼼해요,"긍정 확률: 45.07%, 부정 확률: 54.93%"
👍👍👍👍👍,"긍정 확률: 44.58%, 부정 확률: 55.42%"
음~~,"긍정 확률: 41.87%, 부정 확률: 58.13%"
선생님도 간호사샘들도 친절하세요 특히 데스크에 계신 쌤 너무 좋으세여~ 갈때마다 매번 기분이 좋아져요 오늘 사실 우울했는데 데스크 쌤 상냥한 얼굴 보고 엄마같아서 울컥했답니다 ㅠ,"긍정 확률: 49.79%, 부정 확률: 50.21%"
스켈링 꼼꼼히 잘해주세요,"긍정 확률: 44.03%, 부정 확률: 55.97%"
여러군데 다녀봤는데 검사도 다양하고 상담도 편하고  제일 좋았어요 앞으로 여기만  꾸준히 다니려구요 ,"긍정 확률: 47.72%, 부정 확률: 52.28%"
정신과는 처음이라 걱정했는데 친절하게 상담 잘 해주시고 상담 받고 나니 마음이 한결 편해져서 좋았어요 약도 병원에서 바로 주시고 잘 맞아요^^,"긍정 확률: 50.69%, 부정 확률: 49.31%"
상담 실력이 별로...,"긍정 확률: 56.83%, 부정 확률: 43.17%"
친절하고 좋아요~,"긍정 확률: 45.08%, 부정 확률: 54.92%"
계속 치료받으니 많이 좋아졌어요. 불편 사항을 얘기하면 고쳐주시니 좋습니다. ,"긍정 확률: 56.52%, 부정 확률: 43.48%"
원장님이 편안하게 해주시고  약도 알맞게 잘지어주십니다 항상 감사합니다,"긍정 확률: 47.91%, 부정 확률: 52.09%"
비추천입니다.. 당연히 제 이야기를 하는곳이지만 어떠한 피드백하나없이 들어만주는 곳이 병원을 방문한이유가아닌지 싶은데요.. 친구한테 말하나 여기서말하나 차이를 잘모르겠네요..그리구 다른분도 말하셨지만 자존감낮추는 질문..정말 하시더군요 더 상처받고갑니다.. 마음이 아픈사람이 오는 곳인 만큼 조심 좀 하시길,"긍정 확률: 58.54%, 부정 확률: 41.46%"
다른 병원 다니다가 집 가까워서 옮겼는데 여기서 치료받고 많이 좋아졌어요. 질문이 좀 많긴한데 대답하다보면 정리되는 느낌도 들구요. 나도 몰랐던 점을 알게 되어서 좋아요. ,"긍정 확률: 58.96%, 부정 확률: 41.04%"
친절해요 ,"긍정 확률: 40.83%, 부정 확률: 59.17%"
첫방문,"긍정 확률: 44.58%, 부정 확률: 55.42%"
굿,"긍정 확률: 44.58%, 부정 확률: 55.42%"
굿,"긍정 확률: 44.58%, 부정 확률: 55.42%"
친절해요 ,"긍정 확률: 40.83%, 부정 확률: 59.17%"
침 맛집,"긍정 확률: 42.82%, 부정 확률: 57.18%"
좋습니다,"긍정 확률: 44.58%, 부정 확률: 55.42%"
침 맞고 온 한의원 아이고 허리야.,"긍정 확률: 52.91%, 부정 확률: 47.09%"
좋아요 ,"긍정 확률: 44.58%, 부정 확률: 55.42%"
좋습니다 ,"긍정 확률: 44.58%, 부정 확률: 55.42%"
좋아요. 친절해요.,"긍정 확률: 56.82%, 부정 확률: 43.18%"
신내동의 허준,"긍정 확률: 43.16%, 부정 확률: 56.84%"
친절해요 ,"긍정 확률: 40.83%, 부정 확률: 59.17%"
좋아요 ,"긍정 확률: 44.58%, 부정 확률: 55.42%"
진료잘봐요,"긍정 확률: 42.20%, 부정 확률: 57.80%"
효과가 좋습니다 ,"긍정 확률: 47.36%, 부정 확률: 52.64%"
굿,"긍정 확률: 44.58%, 부정 확률: 55.42%"
친절해요,"긍정 확률: 40.83%, 부정 확률: 59.17%"
좋아요,"긍정 확률: 44.58%, 부정 확률: 55.42%"
진료 잘봐요,"긍정 확률: 42.63%, 부정 확률: 57.37%"
굿,"긍정 확률: 44.58%, 부정 확률: 55.42%"
진료 받기 좋아요 ,"긍정 확률: 45.48%, 부정 확률: 54.52%"
비추~  절대 가지 마셈!!!!! 진료를 너무 대충대충 봄!!! 심지어 불친절해요내용 더보기,"긍정 확률: 46.37%, 부정 확률: 53.63%"
처음가봣는데 친절하고 좋아요,"긍정 확률: 45.82%, 부정 확률: 54.18%"
교통사고후유증인줄도 모르고 지인 권유로 검사만 받아보자 했는데 몸에 이상이 있었더라구요.. 원장님 치료 꾸준히 받고 이제 좀 괜찮네요 원장님 친절하세요👍🏻👍🏻,"긍정 확률: 56.47%, 부정 확률: 43.53%"
원장님  덕분에 통증이 좋아져서 아주 살맛납니다!,"긍정 확률: 45.13%, 부정 확률: 54.87%"
방문했습니다 허리통증이 지속적으로 심해서 고생했는데 진료받고 통증이 참 신기하게 가시기 시작했어요 살맛납니다~!내용 더보기,"긍정 확률: 49.29%, 부정 확률: 50.71%"
원장님께서 너무친절하십니다   기분좋아지네여 감사합니다 ㅎㅎ,"긍정 확률: 49.81%, 부정 확률: 50.19%"
굿,"긍정 확률: 44.58%, 부정 확률: 55.42%"
침 안아파요 효과 직방이네요,"긍정 확률: 47.84%, 부정 확률: 52.16%"
2번째 방문 굿굿,"긍정 확률: 45.56%, 부정 확률: 54.44%"
굿,"긍정 확률: 44.58%, 부정 확률: 55.42%"
진료시 주차2시간 지원해줍니다,"긍정 확률: 41.43%, 부정 확률: 58.57%"
좋아여,"긍정 확률: 44.58%, 부정 확률: 55.42%"
똑닥으로 예약하고 이용해요,"긍정 확률: 44.82%, 부정 확률: 55.18%"
병원 선생님 친찰잘하심,"긍정 확률: 40.90%, 부정 확률: 59.10%"
친절하고 좋아요,"긍정 확률: 43.25%, 부정 확률: 56.75%"
주차하기가 편리해요,"긍정 확률: 44.34%, 부정 확률: 55.66%"
마트와 같이 있어서 접근성이 좋아요,"긍정 확률: 48.70%, 부정 확률: 51.30%"
친절하시고 꼼꼼히 잘 봐주세요~~~,"긍정 확률: 46.01%, 부정 확률: 53.99%"
마트안에 있어서 주차하기 편리해요. ,"긍정 확률: 57.40%, 부정 확률: 42.60%"
친절하시고 잘 봐주세요,"긍정 확률: 42.45%, 부정 확률: 57.55%"
친절하시다,"긍정 확률: 40.59%, 부정 확률: 59.41%"
친절해요 ,"긍정 확률: 40.83%, 부정 확률: 59.17%"
괜찮아요,"긍정 확률: 44.58%, 부정 확률: 55.42%"
친절해요,"긍정 확률: 40.83%, 부정 확률: 59.17%"
친절해용 병원이 초록초록해요,"긍정 확률: 43.49%, 부정 확률: 56.51%"
굳,"긍정 확률: 44.58%, 부정 확률: 55.42%"
너무 분위기가 어수선하고 했던말 자꾸해야하고 레이저 이런 시술은 진료실에서 말했던 부분 잘 기억하고 스스로 잘 확인하셔야 할듯해요 해야하는 부분들 말 안하시면 안해주세요 ,"긍정 확률: 49.80%, 부정 확률: 50.20%"
친절하게 진료 잘 봐주세요 ~,"긍정 확률: 46.63%, 부정 확률: 53.37%"
"아이 피부 때문에 방문했는데,, 의사선생님도 간호사님들도 넘 친절하셔서 좋았어요~ 처방해주신 약 바르고 호전되면 좋겠어요 감사합니다^^내용 더보기","긍정 확률: 53.18%, 부정 확률: 46.82%"
조아요 ,"긍정 확률: 43.80%, 부정 확률: 56.20%"
 ,"긍정 확률: 36.55%, 부정 확률: 63.45%"
친절해요,"긍정 확률: 40.83%, 부정 확률: 59.17%"
조아요 ,"긍정 확률: 43.80%, 부정 확률: 56.20%"
이용,"긍정 확률: 40.78%, 부정 확률: 59.22%"
 ,"긍정 확률: 36.55%, 부정 확률: 63.45%"
굿,"긍정 확률: 44.58%, 부정 확률: 55.42%"
 ,"긍정 확률: 36.55%, 부정 확률: 63.45%"
샘  너무 좋은셔요 설명도  쉽고 이해가 잘되여 잘되여,"긍정 확률: 48.93%, 부정 확률: 51.07%"
친절한 진료 감사해요,"긍정 확률: 43.31%, 부정 확률: 56.69%"
조아요 ,"긍정 확률: 43.80%, 부정 확률: 56.20%"
다리아프거나힘들데가기좋아요,"긍정 확률: 44.58%, 부정 확률: 55.42%"
물리치료친절하게해주세요,"긍정 확률: 44.29%, 부정 확률: 55.71%"
친절이잘해주세요,"긍정 확률: 41.80%, 부정 확률: 58.20%"
친절하게 잘 해주셔서 감사합니다 ,"긍정 확률: 42.03%, 부정 확률: 57.97%"
자주이용해요.  여기는 몸상태가 안좋으면 가서 전신 안마기로 두들어주어서 좋고요.손가락 테라피 너무좋더라.,"긍정 확률: 56.71%, 부정 확률: 43.29%"
요즘 몸상태 안좋으면 물리치료 받고 테라피 받으면 좋더라고요. ^^,"긍정 확률: 56.04%, 부정 확률: 43.96%"
가끔이용해요. ,"긍정 확률: 47.56%, 부정 확률: 52.44%"
의사선생님이 친절해요.,"긍정 확률: 55.59%, 부정 확률: 44.41%"
원장님 및 직원분들 하나같이 밝고 친절하십니다 :) 원장님이 유쾌하시고 꼼꼼하게 과잉진료 없이 잘 봐주세요! 추천하는 이유를 알겠어용🫶🏻 ,"긍정 확률: 50.79%, 부정 확률: 49.21%"
친절하게 잘 해주셔서 감사합니다 ,"긍정 확률: 42.03%, 부정 확률: 57.97%"
굿,"긍정 확률: 44.58%, 부정 확률: 55.42%"
친절하시고 꼼꼼히 봐주세요~ ,"긍정 확률: 45.97%, 부정 확률: 54.03%"
친절해요 ,"긍정 확률: 40.83%, 부정 확률: 59.17%"
쵝오예요~~😁👍👍👍  원장선생님. 쌤들 진짜 너무 친절하세요~~❤️💕💕,"긍정 확률: 57.39%, 부정 확률: 42.61%"
좋아요,"긍정 확률: 44.58%, 부정 확률: 55.42%"
친절해요 ,"긍정 확률: 40.83%, 부정 확률: 59.17%"
좋아여,"긍정 확률: 44.58%, 부정 확률: 55.42%"
친절하고 꼼꼼히 봐주세요~,"긍정 확률: 46.05%, 부정 확률: 53.95%"
좋아요,"긍정 확률: 44.58%, 부정 확률: 55.42%"
긋,"긍정 확률: 44.58%, 부정 확률: 55.42%"
친절하고 자세한 설명과 빠른 진료 좋습니다. 스케일링도 통증도 적었고 빠르게 해주셔서 좋네요.^^,"긍정 확률: 56.66%, 부정 확률: 43.34%"
너무 친절하게 상세히 알려주셔서 좋았어요! 다음에 또 갈겁니다!,"긍정 확률: 49.89%, 부정 확률: 50.11%"
검진과 진료을 받아온지 1년이 넘었습니다. 친절하고.꼼꼼하게 진료해주시고  편한하게 해주셨어 ~ 항상 기분이 좋아요.^^  항상 감사합니다.^^ 🍀🍀🍀내용 더보기,"긍정 확률: 57.84%, 부정 확률: 42.16%"
스케일링 오랜만에 받았는데 너무 깨끗하고 친절하게 치석제거 해주셨고 하나도 안아프고 시원했어여 🩷 6개월마다 방문의사 있습니당 💛💛,"긍정 확률: 51.91%, 부정 확률: 48.09%"
